Link,,Map,Mod,Suggested pp value,Best pp value,Difference
https://osu.ppy.sh/beatmapsets/2398893#fruits/5199031,,Ruby My Dear - Petit Poney (skill issue lol) [Ce poney n'est pas si petit que ca !],NM,1056,,-1056
https://osu.ppy.sh/beatmapsets/2274931#fruits/4847511,,#N/A,HR,1056,,-1056
https://osu.ppy.sh/beatmapsets/2274931#fruits/4847511,,#N/A,HR,1056,,-1056
https://osu.ppy.sh/beatmapsets/1789527#fruits/3666753,,ToYou & DJ Raisei - ADHD (Jemzuu) [Rustyy & Jemzuu's Hyperactivity],NM,1055,,-1055
https://osu.ppy.sh/beatmapsets/2039804#fruits/4254926,,Kry.exe feat. Ice - Last Wish (-Rustyy) [Rustyy & Daletto's One Thousand Voices],NM,1055,,-1055
https://osu.ppy.sh/beatmapsets/2007941#fruits/4176765,,Minstrel - Heian Alien (-Ken) [Mysterious Collab],NM,1055,,-1055
https://osu.ppy.sh/beatmapsets/1964805#fruits/4350395,,"Sad Keyboard Guy, Myntian & Sleepless - Chroma//Surge (GiGas) [Chromatic//Cataclysm]",NM,1055,,-1055
https://osu.ppy.sh/beatmapsets/1897440#fruits/4436279,,SAMString - Akarui Taiyo (autofanboy) [Team Canada A's Sunburst],HR,1055,,-1055
https://osu.ppy.sh/beatmapsets/306012#fruits/2442176,,sHimaU - SLOTcore Is Dead (Arphimigon) [EIGHT],NM,1055,,-1055
https://osu.ppy.sh/beatmapsets/306012#fruits/2442176,,sHimaU - SLOTcore Is Dead (Arphimigon) [EIGHT],NM,1055,,-1055
https://osu.ppy.sh/beatmapsets/1634333#fruits/3335681,,Yooh - Ice Angel (Razor Sharp) [Beneath the Frozen Wastes of Jotunheim],NM,1053,,-1053
https://osu.ppy.sh/beatmapsets/2425289#fruits/5361463,,tn-shi - Heart Factorisation (Spectator) [Ken's Deluge],HR,1050,,-1050
https://osu.ppy.sh/beatmapsets/1432240#fruits/2947842,,Zekk - Duplication (Jemzuu) [Duplication],HR,1050,,-1050
https://osu.ppy.sh/beatmapsets/2345648#fruits/5043508,,Yousei Teikoku - Kyouki Chinden (TV Size) (Rita Summers) [Merciless],NM,1050,,-1050
https://osu.ppy.sh/beatmapsets/1955965#fruits/4157494,,Doma Umaru (CV: Tanaka Aimi) - Kakushinteki*Metamaruphose! (Amamya) [buckfro & Amamya's Laziness],HR,1050,,-1050
https://osu.ppy.sh/beatmapsets/659328#fruits/1396342,,Tia - Deal with the devil (UndeadCapulet) [Expert],NM,1050,,-1050
https://osu.ppy.sh/beatmapsets/1618360#fruits/3311611,,BlackY - ULT!MATE END (Deif) [Team Philippines' Annihilation],NM,1047,,-1047
https://osu.ppy.sh/beatmapsets/1246989#fruits/2591954,,"Amuro vs. Killer - Mei (Camellia's ""Yomigae"" Remix) (Spectator) [Solitary Journey to Pluto]",NM,1045,,-1045
https://osu.ppy.sh/beatmapsets/837346#fruits/1990439,,Ruby My Dear - Croque Monsieur A Disneyland (fayew) [Brame],NM,1045,,-1045
https://osu.ppy.sh/beatmapsets/1496473#fruits/3067683,,Camellia - Looking for Edge of Ground (Spectator) [Spec Razor's Endless Fairytale],NM,1042,,-1042
https://osu.ppy.sh/beatmapsets/2137568#fruits/4498529,,Kokoko Hachikyu - Chocoo- (skill issue lol) [Finale],NM,1040,,-1040
https://osu.ppy.sh/beatmapsets/1506932#fruits/3086528,,Noah - Deadly force - Put an end (Verti) [The End of the World],HR,1040,,-1040
https://osu.ppy.sh/beatmapsets/1506932#fruits/3086528,,Noah - Deadly force - Put an end (Verti) [The End of the World],HR,1040,,-1040
https://osu.ppy.sh/beatmapsets/2098470#fruits/4401702,,Kou! - Shigaisen*UV (rinkiha) [Jemzuu x rinkiha's Ultradrive],NM,1038,,-1038
https://osu.ppy.sh/beatmapsets/2261437#fruits/4813299,,Gardens - Crimson Reflection (el raton) [Scattered],HR,1035,,-1035
https://osu.ppy.sh/beatmapsets/1073159#fruits/2245962,,"Akatsuki Records - SAMURAI GHOST GIRL, KILL! KILL! (SMOKELIND) [KILL THEM ALL FOR A BETTER FUTURE!]",DT,1035,,-1035
https://osu.ppy.sh/beatmapsets/1972993#fruits/4118152,,Polyphia - ABC feat. Sophia Black (muya-) [Rustyy's Overdose],DT,1030,,-1030
https://osu.ppy.sh/beatmapsets/2370956#fruits/5116804,,Kokoko Hachikyu - Chocooo (Mekadon) [Fatal],NM,1030,,-1030
https://osu.ppy.sh/beatmapsets/1747268#fruits/3581775,,Luze - IKUSAUTA Orglrya (Allice) [Black Another],HTHR,1030,,-1030
https://osu.ppy.sh/beatmapsets/1747268#fruits/3581775,,Luze - IKUSAUTA Orglrya (Allice) [Black Another],HTHR,1030,,-1030
https://osu.ppy.sh/beatmapsets/17744#fruits/328412,,KOTOKO - Wing my way (ZHSteven) [Hell-Jumping],DT,1030,,-1030
https://osu.ppy.sh/beatmapsets/2262357#fruits/4816216,,B Komachi - POP IN 2 (TV Size) (Verti) [Fubukril's Overdose],EZDT,1030,,-1030
https://osu.ppy.sh/beatmapsets/1454367#fruits/2989852,,Matrix & Futurebound feat. Luke Bingham - All I Know (M&F's Rolling Out Radio Mix) (Tycani) [Never Givin' Up],EZDT,1030,,-1030
https://osu.ppy.sh/beatmapsets/2246611#osu/4776440,,Ito Kanako - Uncontrollable (Uniform) [Wen's Expert],EZDT,1030,,-1030
https://osu.ppy.sh/beatmapsets/1693907#fruits/3461274,,Camellia - Tera I/O (Jemzuu) [Rustyy/Jemzuu's Quantum Realm],NM,1027,,-1027
https://osu.ppy.sh/beatmapsets/717720#fruits/1516127,,U1 High-Speed - EGOISM 440 (Ascendance) [Double Challenge],HR,1026,,-1026
https://osu.ppy.sh/beatmapsets/1923443#fruits/4063853,,DJ Raisei - Delta23 (Jemzuu) [Zyzyx's Deluge],NM,1025,,-1025
https://osu.ppy.sh/beatmapsets/2321573#fruits/4973807,,kanemiko - Ruin in Cascade (Bunnrei) [Song of the Ancients],NM,1025,,-1025
https://osu.ppy.sh/beatmapsets/2458266#fruits/5375521,,777system - GOD (Vaqu) [DEITY],NM,1025,,-1025
https://osu.ppy.sh/beatmapsets/2040285#fruits/4256129,,Tatsh - IMAGE REBORN -DIVINITY- (Deif) [Materialised],HR,1025,,-1025
https://osu.ppy.sh/beatmapsets/416153#fruits/901854,,Remo Prototype[CV: Hanamori Yumiri] - Sendan Life (Lami) [Nostalgia],HR,1025,,-1025
https://osu.ppy.sh/beatmapsets/1072567#fruits/2244836,,TrySail - Utsuroi (Short Ver.) (Greaper) [Magical],DT,1023,,-1023
https://osu.ppy.sh/beatmapsets/1072567#fruits/2244836,,TrySail - Utsuroi (Short Ver.) (Greaper) [Magical],DT,1023,,-1023
https://osu.ppy.sh/beatmapsets/1618360#fruits/3311612,,BlackY - ULT!MATE END (Deif) [Team Various Countries 2's Apocalypse],NM,1020,,-1020
https://osu.ppy.sh/beatmapsets/2114116#fruits/4439033,,exnoiz - Emotional distress (rinkiha) [emoi],HR,1020,,-1020
https://osu.ppy.sh/beatmapsets/2202800#fruits/4662258,,AngelMaker - What I Would Give (Daletto) [I long to see you...],HR,1020,,-1020
https://osu.ppy.sh/beatmapsets/697012#fruits/4557729,,tofubeats - CANDYYYLAND feat. LIZ (Pa's Lam System Remix) (Kukkai) [Overdose],DT,1020,,-1020
https://osu.ppy.sh/beatmapsets/2433439#fruits/5302684,,SHIKI - Rose Quartz (fayew) [Floral Strobe],NM,1020,,-1020
https://osu.ppy.sh/beatmapsets/2433439#fruits/5302684,,SHIKI - Rose Quartz (fayew) [Floral Strobe],NM,1020,,-1020
https://osu.ppy.sh/beatmapsets/2433439#fruits/5302684,,SHIKI - Rose Quartz (fayew) [Floral Strobe],NM,1020,,-1020
https://osu.ppy.sh/beatmapsets/1328918#fruits/2752885,,Kobaryo - Theme for Psychopath Justice (Razor Sharp) [Catastrophe],NM,1015,,-1015
https://osu.ppy.sh/beatmapsets/2264181#fruits/4827192,,UROBOROS - Black Swallowtail (TV Size) (Pepti) [Vaqu's Deluge],DT,1015,,-1015
https://osu.ppy.sh/beatmapsets/1426534#fruits/2937547,,HO-KAGO TEA TIME - Kira Kira Days (Cut Ver.) (Secre) [Shiawase!!!],DT,1010,,-1010
https://osu.ppy.sh/beatmapsets/1426534#fruits/2937547,,HO-KAGO TEA TIME - Kira Kira Days (Cut Ver.) (Secre) [Shiawase!!!],DT,1010,,-1010
https://osu.ppy.sh/beatmapsets/2114419#fruits/4439815,,t+pazolite - Electric Butterfly (Kukkai) [Electric Shock],NM,1010,,-1010
https://osu.ppy.sh/beatmapsets/2114419#fruits/4439815,,t+pazolite - Electric Butterfly (Kukkai) [Electric Shock],NM,1010,,-1010
https://osu.ppy.sh/beatmapsets/2348097#fruits/5050970,,An - Saigo (rinkiha) [Release],NM,1010,,-1010
https://osu.ppy.sh/beatmapsets/2321556#fruits/5054612,,Kuroneko Dungeon - Ryuu to Shoujo to Decoherence ([ Azu- ]) [NIDOKING'S DELUGE],NM,1010,,-1010
https://osu.ppy.sh/beatmapsets/2321556#fruits/5054612,,Kuroneko Dungeon - Ryuu to Shoujo to Decoherence ([ Azu- ]) [NIDOKING'S DELUGE],NM,1010,,-1010
https://osu.ppy.sh/beatmapsets/2321556#fruits/5054612,,Kuroneko Dungeon - Ryuu to Shoujo to Decoherence ([ Azu- ]) [NIDOKING'S DELUGE],NM,1010,,-1010
https://osu.ppy.sh/beatmapsets/1543977#fruits/3155847,,Nekomata Master+ - chaos eater -IIDX edition- (Spectator) [Ultra],HR,1010,,-1010
https://osu.ppy.sh/beatmapsets/1543977#fruits/3155847,,Nekomata Master+ - chaos eater -IIDX edition- (Spectator) [Ultra],HR,1010,,-1010
https://osu.ppy.sh/beatmapsets/2165226#fruits/4583201,,tn-shi - Annihilation in F# Minor (Jemzuu) [Kukkai's Deluge],HR,1010,,-1010
https://osu.ppy.sh/beatmapsets/1358306#fruits/3389840,,sana / HoneyWorks - Akatsuki Zukuyo (Secre) [Joakh & Verti's Overdose],DT,1010,,-1010
https://osu.ppy.sh/beatmapsets/1247857#fruits/2593620,,Various Artists - Songs Compilation IV (Sotarks) [Marathon],HR,1010,,-1010
https://osu.ppy.sh/beatmapsets/1247857#fruits/2593620,,Various Artists - Songs Compilation IV (Sotarks) [Marathon],HR,1010,,-1010
https://osu.ppy.sh/beatmapsets/2135232#fruits/4492895,,t+pazolite - Call me it. (500 Tortures) (Kimitakari) [Terror],NM,1005,,-1005
https://osu.ppy.sh/beatmapsets/2135232#fruits/4492895,,t+pazolite - Call me it. (500 Tortures) (Kimitakari) [Terror],NM,1005,,-1005
https://osu.ppy.sh/beatmapsets/1672890#fruits/3417222,,Azuna Riko - keep weaving your spider way (TV Size) (Secre) [Nightmare],DT,1005,,-1005
https://osu.ppy.sh/beatmapsets/2278996#fruits/4869035,,Kaneko Chiharu - <<Re:miniscence>> (Daletto) [RUSTYY'S VIVID],HR,1001,,-1001
https://osu.ppy.sh/beatmapsets/1818913#fruits/3731926,,Camellia - #1f1e33 (#00102g version) (Noctalium) [Amethyst],NM,1000,,-1000
https://osu.ppy.sh/beatmapsets/1197507#fruits/2494357,,MIMI - Ai no Sukima (Greaper) [Overdose],DT,1000,,-1000
https://osu.ppy.sh/beatmapsets/1197507#fruits/2494357,,MIMI - Ai no Sukima (Greaper) [Overdose],DT,1000,,-1000
https://osu.ppy.sh/beatmapsets/1197507#fruits/2494357,,MIMI - Ai no Sukima (Greaper) [Overdose],DT,1000,,-1000
https://osu.ppy.sh/beatmapsets/2026273#fruits/4221920,,LV.4 - Chemical Diving (Du5t) [Rocma & Dust's Acid Burst],NM,1000,,-1000
https://osu.ppy.sh/beatmapsets/2238952#fruits/4757956,,Nanahoshi Kangengakudan - Rubik's Cube (Spectator) [Deluge],HR,1000,,-1000
https://osu.ppy.sh/beatmapsets/2238952#fruits/4757956,,Nanahoshi Kangengakudan - Rubik's Cube (Spectator) [Deluge],HR,1000,,-1000
https://osu.ppy.sh/beatmapsets/170658#fruits/458103,,Kayano Ai - Oracion(TV-Size) (Serena-) [Crystal's Rain],HRDT,1000,,-1000
https://osu.ppy.sh/beatmapsets/1000972#fruits/2104942,,Yorushika - Hole In The Heart (Ryuusei Aika) [deetz' Extra],DT,1000,,-1000
https://osu.ppy.sh/beatmapsets/2239329#fruits/4758813,,"Synestia, Disembodied Tyrant - I, The Devourer (Daletto) [Where is your throne, lord?]",HR,996,,-996
https://osu.ppy.sh/beatmapsets/1655808#fruits/3379865,,Kobaryo & Matatabi Sound System + DJ NECOJITA + Shinonome I/F + blaxervant - Precious Song Dedicated to the Stars (Razor Sharp) [Constellation],NM,995,,-995
https://osu.ppy.sh/beatmapsets/2048353#fruits/4276690,,Laur - Sound Chimera (-Rustyy) [Sonokinesis],NM,995,,-995
https://osu.ppy.sh/beatmapsets/1636276#fruits/3342487,,HyuN feat. YURI - Disorder (Verti) [Rustyy's Overdose],DT,995,,-995
https://osu.ppy.sh/beatmapsets/1655808#fruits/3379865,,Kobaryo & Matatabi Sound System + DJ NECOJITA + Shinonome I/F + blaxervant - Precious Song Dedicated to the Stars (Razor Sharp) [Constellation],NM,994,,-994
https://osu.ppy.sh/beatmapsets/1071702#fruits/2243205,,Team Grimoire vs. Laur - Grievous Lady -nothing is but what is not- (Ascendance) [Ascendance vs. Rei's Tormented Memory],NM,990,,-990
https://osu.ppy.sh/beatmapsets/2137241#fruits/4497685,,Lorna Shore - Pain Remains III: In a Sea of Fire (Daletto) [Crimson Blaze],NM,990,,-990
https://osu.ppy.sh/beatmapsets/2038527#fruits/4251903,,Oreore-Usagi - Drain ReD rain (-Joakh) [Forsake This Despair ft. Rustyy],HR,990,,-990
https://osu.ppy.sh/beatmapsets/1699234#fruits/3472020,,Release Hallucination - Lovers in Abyss (Daletto) [Daletto & Jemzuu's Illuminating Salvation],HR,990,,-990
https://osu.ppy.sh/beatmapsets/1699234#fruits/3472020,,Release Hallucination - Lovers in Abyss (Daletto) [Daletto & Jemzuu's Illuminating Salvation],HR,990,,-990
https://osu.ppy.sh/beatmapsets/1699234#fruits/3472020,,Release Hallucination - Lovers in Abyss (Daletto) [Daletto & Jemzuu's Illuminating Salvation],HR,990,,-990
https://osu.ppy.sh/beatmapsets/1328918#fruits/3029497,,Kobaryo - Theme for Psychopath Justice (Razor Sharp) [Joakh & Razor's Deluge],HR,990,,-990
https://osu.ppy.sh/beatmapsets/810477#fruits/1700476,,SakiZ - osu!favourites (Hareimu) [Gauntlet],HR,987,,-987
https://osu.ppy.sh/beatmapsets/2272508#fruits/4840939,,B-ko (CV: Toyama Nao) - Nisemono Chuuihou (Verti) [Paradox],HR,985,,-985
https://osu.ppy.sh/beatmapsets/2272508#fruits/4840939,,B-ko (CV: Toyama Nao) - Nisemono Chuuihou (Verti) [Paradox],HR,985,,-985
https://osu.ppy.sh/beatmapsets/1831275#fruits/4417095,,MisoilePunch - MixxioN (fayew) [GRAVITY],HR,985,,-985
https://osu.ppy.sh/beatmapsets/1831275#fruits/4417095,,MisoilePunch - MixxioN (fayew) [GRAVITY],HR,985,,-985
https://osu.ppy.sh/beatmapsets/1831275#fruits/4417095,,MisoilePunch - MixxioN (fayew) [GRAVITY],HR,985,,-985
https://osu.ppy.sh/beatmapsets/2398898#fruits/5199042,,Amatsuki - Universe (Verti) [Starlight's Embrace],DT,985,,-985
https://osu.ppy.sh/beatmapsets/2398898#fruits/5199042,,Amatsuki - Universe (Verti) [Starlight's Embrace],DT,985,,-985
https://osu.ppy.sh/beatmapsets/605523#fruits/1279343,,Daisuke Ishiwatari - Condemnation Wings (Jounzan) [Requiem Aeternam],NM,985,,-985
https://osu.ppy.sh/beatmapsets/1794186#fruits/3677168,,Shadow Of Intent - The Return (Daletto) [A living body so I can embrace and rejoice...],HR,982,,-982
https://osu.ppy.sh/beatmapsets/2457218#fruits/5371967,,yairi - Ryuusei&Gradation (fayew) [Extermination],NM,981,,-981
https://osu.ppy.sh/beatmapsets/1794725#fruits/3678616,,Camellia - Exit This Earth's Atomosphere (skill issue lol) [Abstracted Destiny],NM,980,,-980
https://osu.ppy.sh/beatmapsets/1508396#fruits/3089126,,DJ Myosuke & Noizenecio - Architecture (Razor Sharp) [Eternal Blueprint],NM,980,,-980
https://osu.ppy.sh/beatmapsets/1960126#fruits/4061928,,Lorna Shore - Sun//Eater (Daletto) [Kyrie Eleison],NM,980,,-980
https://osu.ppy.sh/beatmapsets/1460413#fruits/3024977,,Silentroom vs. Frums - Aegleseeker (Jemzuu) [Razor's Beyond],NM,980,,-980
https://osu.ppy.sh/beatmapsets/866700#fruits/1812113,,Reol - Yakusoku no Ao (Crowley) [Unaltered Vow],HR,980,,-980
https://osu.ppy.sh/beatmapsets/1459275#fruits/2998626,,Camellia - ill intelligence (Razor Sharp) [ERROR 404 - DIFFICULTY NOT FOUND],NM,980,,-980
https://osu.ppy.sh/beatmapsets/1749850#fruits/3579870,,Wolpis Kater - Oxalis (Crowley) [Divinity's End],NM,980,,-980
https://osu.ppy.sh/beatmapsets/1179938#fruits/2460431,,UNDEAD CORPORATION - Embraced by the Flame (Daletto) [Daletto & Du5t's Rekindling of Dead Ashes],HR,980,,-980
https://osu.ppy.sh/beatmapsets/2284812#fruits/4873192,,nao - Dimension tripper!!!! (Secre) [Overdose!!!!],DT,980,,-980
https://osu.ppy.sh/beatmapsets/1212452#fruits/2540399,,"Camellia - FLYING OUT TO THE SKY (covered by Nanahira, moimoi, Nana Takahashi) (Sotarks) [Reform's EXTREME]",NM,980,,-980
https://osu.ppy.sh/beatmapsets/2370956#osu/5116800,,Kokoko Hachikyu - Chocooo (Mekadon) [Challenge],NM,980,,-980
https://osu.ppy.sh/beatmapsets/680437#fruits/1438740,,Black Hole - Pluto (Ascendance) [Challenge],HR,975,,-975
https://osu.ppy.sh/beatmapsets/680437#fruits/1438740,,Black Hole - Pluto (Ascendance) [Challenge],HR,975,,-975
https://osu.ppy.sh/beatmapsets/680437#fruits/1438740,,Black Hole - Pluto (Ascendance) [Challenge],HR,975,,-975
https://osu.ppy.sh/beatmapsets/991934#fruits/2658198,,Oomori Seiko - JUSTadICE (TV Size) (Secre) [Black Divider],DT,975,,-975
https://osu.ppy.sh/beatmapsets/1301991#fruits/2726074,,Camellia - GHOST (2020 Halloween+++++++++ VIP) (Spectator) [SPECTER],NM,970,,-970
https://osu.ppy.sh/beatmapsets/1698949#fruits/3471455,,ZxNX - Schadenfreude (Jemzuu) [Humiliation],NM,970,,-970
https://osu.ppy.sh/beatmapsets/1293905#fruits/2685020,,UNDEAD CORPORATION - Everything will freeze (NyalettOwO x3) [Jack the Ludo Bile],HR,970,,-970
https://osu.ppy.sh/beatmapsets/1774562#fruits/3633671,,kanemiko - Electrolytes (Unlucky_w) [Deluge],NM,970,,-970
https://osu.ppy.sh/beatmapsets/660618#fruits/2674410,,Morimori Atsushi - PUPA (Spectator) [Overdose],DT,970,,-970
https://osu.ppy.sh/beatmapsets/1514014#fruits/3099696,,Project Grimoire - Excalibur ~Revived resolution~ (Souvenir) [~Du5t's Overdose~],DT,970,,-970
https://osu.ppy.sh/beatmapsets/668888#fruits/1414928,,Memme - Sky of the Ocean (Syph) [Air of the Sea.],HR,970,,-970
https://osu.ppy.sh/beatmapsets/2255589#fruits/4798382,,#N/A,NM,970,,-970
https://osu.ppy.sh/beatmapsets/1052199#fruits/2198934,,Camellia - Racemization (Ciyus Miapah) [extreme],EZDT,970,,-970
https://osu.ppy.sh/beatmapsets/2420814#fruits/5266195,,Wolfgang Amadeus Mozart - Lacrimosa (Caelus Arrangement) (Jemzuu) [Dies Irae // Judgment Day],NM,962,,-962
https://osu.ppy.sh/beatmapsets/1630951#fruits/3329386,,Camellia - Arche (Bunnrei) [Singularity],NM,960,,-960
https://osu.ppy.sh/beatmapsets/2402645#fruits/5210815,,xi - ANiMA (Verti) [Harmony],HR,960,,-960
https://osu.ppy.sh/beatmapsets/2402645#fruits/5210815,,xi - ANiMA (Verti) [Harmony],HR,960,,-960
https://osu.ppy.sh/beatmapsets/1861403#fruits/4262443,,MAXIMUM THE HORMONE - A-L-I-E-N (Extended Edit) (fayew) [Deluge],NM,960,,-960
https://osu.ppy.sh/beatmapsets/1861403#fruits/4262443,,MAXIMUM THE HORMONE - A-L-I-E-N (Extended Edit) (fayew) [Deluge],NM,960,,-960
https://osu.ppy.sh/beatmapsets/2095161#fruits/4598997,,seatrus - Scorcher on The Battlefield (Nelly) [Mochi's Overdose],DT,960,,-960
https://osu.ppy.sh/beatmapsets/2023131#fruits/4213933,,#N/A,HR,960,,-960
https://osu.ppy.sh/beatmapsets/2023131#fruits/4213933,,#N/A,HR,960,,-960
https://osu.ppy.sh/beatmapsets/2023131#fruits/4213933,,#N/A,HR,960,,-960
https://osu.ppy.sh/beatmapsets/2272508#fruits/4840939,,B-ko (CV: Toyama Nao) - Nisemono Chuuihou (Verti) [Paradox],HR,960,,-960
https://osu.ppy.sh/beatmapsets/2272508#fruits/4840939,,B-ko (CV: Toyama Nao) - Nisemono Chuuihou (Verti) [Paradox],HR,960,,-960
https://osu.ppy.sh/beatmapsets/1569794#fruits/3205624,,#N/A,NM,960,,-960
https://osu.ppy.sh/beatmapsets/699819#fruits/1481747,,nao - Towa naru Kizuna to Omoi no Kiseki (PinkHeart) [Rio's Miracle],NM,956,,-956
https://osu.ppy.sh/beatmapsets/2239310#fruits/4758753,,UNDEAD CORPORATION - The Empress (Daletto) [Daletto & Rustyy's Ripples of 495 Years],NM,950,,-950
https://osu.ppy.sh/beatmapsets/2044450#fruits/4277706,,DJ SHARPNEL - BLUE ARMY (Sololiquy) [Sololiquy vs Zyzyx - Army of Death],NM,950,,-950
https://osu.ppy.sh/beatmapsets/1625860#fruits/3319443,,xi - Last Resort (fuhie) [LASTING LEGACY: Arc Finale],NM,950,,-950
https://osu.ppy.sh/beatmapsets/1009824#fruits/2156938,,PSYQUI - Hype feat. Such (lapix Remix) (Ascendance) [Hyperion's Rain],HR,950,,-950
https://osu.ppy.sh/beatmapsets/609189#fruits/1312375,,Omoi - Chiisana Koi no Uta (Synth Rock Cover) (val0108) [Kroytz's EX EX],NM,950,,-950
https://osu.ppy.sh/beatmapsets/403282#fruits/967546,,Camellia - Routing (Shiirn) [Comfort],HR,950,,-950
https://osu.ppy.sh/beatmapsets/2281545#fruits/4864412,,#N/A,DT,950,,-950
https://osu.ppy.sh/beatmapsets/2076185#fruits/4346795,,#N/A,NM,950,,-950
https://osu.ppy.sh/beatmapsets/409649#osu/889177,,Satoshi (CV:Rica Matsumoto) - XY&Z (ktgster) [Z],NM,950,,-950
https://osu.ppy.sh/beatmapsets/2160829#fruits/4556732,,Laur - Exitium (Extended) (Mochi -) [Equilibrium],NM,945,,-945
https://osu.ppy.sh/beatmapsets/2160829#fruits/4556732,,Laur - Exitium (Extended) (Mochi -) [Equilibrium],NM,945,,-945
https://osu.ppy.sh/beatmapsets/2160829#fruits/4556732,,Laur - Exitium (Extended) (Mochi -) [Equilibrium],NM,945,,-945
https://osu.ppy.sh/beatmapsets/2352149#fruits/5062521,,UNDEAD CORPORATION - MEGALOMANIA (Vaqu) [BURN AT THE STAKE],NM,945,,-945
https://osu.ppy.sh/beatmapsets/2253719#fruits/4793840,,Ariabl'eyeS - Kegarenaki Bara Juuji (Crowley) [Rustyy & Crowley's Rosenkreuz],NM,945,,-945
https://osu.ppy.sh/beatmapsets/1235986#fruits/2569370,,Ariabl'eyeS - Keikan no Senritsu (Razor Sharp) [Catastrophe],HR,945,,-945
https://osu.ppy.sh/beatmapsets/1791101#fruits/3670321,,xi - Longinus (Jemzuu) [Dionysius],HR,945,,-945
https://osu.ppy.sh/beatmapsets/2111859#fruits/4433498,,Emiru no Aishita Tsukiyo ni Dai San Gensou Kyoku wo - ito (Spectator) [Spec Lumi's Overdose],HR,945,,-945
https://osu.ppy.sh/beatmapsets/1637105#fruits/3341088,,Lorna Shore - To the Hellfire (Daletto) [Daletto & Du5t's Final Breath],NM,942,,-942
https://osu.ppy.sh/beatmapsets/1258175#fruits/2615425,,CustomiZ - COOLEST (TV Size) (Ascendance) [BREAKFAST!!],NM,940,,-940
https://osu.ppy.sh/beatmapsets/1727167#fruits/3529698,,"Lorna Shore - Immortal (Daletto) [In death, was once beauty...]",NM,940,,-940
https://osu.ppy.sh/beatmapsets/1460413#fruits/3000775,,Silentroom vs. Frums - Aegleseeker (Jemzuu) [Beyond the Light of Deliverance],NM,940,,-940
https://osu.ppy.sh/beatmapsets/1278683#fruits/2656561,,Ayase Rie - Hijitsuzaikei Joshitachi wa Dou Surya Ii Desu ka? (-Luminate) [Deluge],HR,940,,-940
https://osu.ppy.sh/beatmapsets/1618360#fruits/3304140,,BlackY - ULT!MATE END (Deif) [Team Various Countries 3's Armageddon],NM,940,,-940
https://osu.ppy.sh/beatmapsets/928310#fruits/4943484,,Sawawa - kirakira TIME* (Bastian) [SPEC'S VIVID],HR,940,,-940
https://osu.ppy.sh/beatmapsets/928310#fruits/4943484,,Sawawa - kirakira TIME* (Bastian) [SPEC'S VIVID],HR,940,,-940
https://osu.ppy.sh/beatmapsets/2281464#fruits/4864132,,seatrus - ALiCE iN ViNEGAR SiNDROME (Bunnrei) [ESCAPE],NM,940,,-940
https://osu.ppy.sh/beatmapsets/1303098#fruits/2702395,,Morimori Atsushi - Le Cirque de Minuit (2019 Re:work) (Jemzuu) [Ornemental],HR,940,,-940
https://osu.ppy.sh/beatmapsets/1303098#fruits/2702395,,Morimori Atsushi - Le Cirque de Minuit (2019 Re:work) (Jemzuu) [Ornemental],HR,940,,-940
https://osu.ppy.sh/beatmapsets/2277450#fruits/4853620,,Aether Realm - Tarot (4rcheR-) [The Wheel of Fortune],HR,940,,-940
https://osu.ppy.sh/beatmapsets/2277450#fruits/4853620,,Aether Realm - Tarot (4rcheR-) [The Wheel of Fortune],HR,940,,-940
https://osu.ppy.sh/beatmapsets/2277450#fruits/4853620,,Aether Realm - Tarot (4rcheR-) [The Wheel of Fortune],HR,940,,-940
https://osu.ppy.sh/beatmapsets/2424147#fruits/5275996,,#N/A,HR,940,,-940
https://osu.ppy.sh/beatmapsets/1258175#fruits/2615425,,CustomiZ - COOLEST (TV Size) (Ascendance) [BREAKFAST!!],NM,940,,-940
https://osu.ppy.sh/beatmapsets/2382776#fruits/5154024,,Yousei Teikoku - Shinteki Souzou (DizzyOracel) [Divine],NM,938,,-938
https://osu.ppy.sh/beatmapsets/2287930#fruits/4881641,,Beretta Crossrain - autophobia (feat. nmk) (fayew) [Yamaarashi Tailwind],NM,935,,-935
https://osu.ppy.sh/beatmapsets/1538404#fruits/3145382,,zts - dreamenddischarger (Spectator) [truth],DT,935,,-935
https://osu.ppy.sh/beatmapsets/944317#fruits/1972150,,Chroma - I (Ascendance) [AI],NM,930,,-930
https://osu.ppy.sh/beatmapsets/2273300#fruits/4843080,,Mutsuhiko Izumi - Snow Goose (ZiRoX) [Ascendance's Ultimate],NM,930,,-930
https://osu.ppy.sh/beatmapsets/1423576#fruits/3143802,,kors k as teranoid - Bad Maniacs (Lacrima) [Spec's Leggendaria],HR,930,,-930
https://osu.ppy.sh/beatmapsets/1423576#fruits/3143802,,kors k as teranoid - Bad Maniacs (Lacrima) [Spec's Leggendaria],HR,930,,-930
https://osu.ppy.sh/beatmapsets/2333454#fruits/5007541,,II-L - COMPOSITE-NUMBER 57 (Spectator) [DELUGE],HR,930,,-930
https://osu.ppy.sh/beatmapsets/1004417#fruits/2416561,,Brian the Sun - Lonely Go! (TV Size) (Secre) [Lonely Me],DT,930,,-930
https://osu.ppy.sh/beatmapsets/1009824#fruits/2194697,,PSYQUI - Hype feat. Such (lapix Remix) (Ascendance) [Rocma's Overdose],HR,930,,-930
